GenSymbol	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12
Ptprs	-0.743648705	-0.616171313	-0.263483442	-0.64526576	-0.734433483	-0.355608381	-0.210339182	-0.788120581	-0.559940796	-0.012078167	-0.176589754	0.164001012	-0.801020629	-0.630541334	-1.109399221	-1.131948603	-0.711707594	-0.614911385	-1.205829543	-0.703024637	-0.799734211	-0.747075757	-0.641047924	-0.583452069
Puf60	5.401046745	5.349064449	5.314939371	5.431569476	5.356555849	5.385793391	5.400339819	5.24786297	5.282940139	5.270857809	5.302501844	5.099850628	5.073481794	5.038958485	4.892930114	5.135543078	5.048855198	5.109991496	5.163450427	5.244190654	5.166205271	5.045054111	5.23745282	5.118903707
Pvrl4	-3.794599479	-4.64384537	-4.623627814	-4.134672158	-4.394696078	-3.450989765	-3.380990108	-4.293330655	-4.839216087	-3.862670659	-3.598913076	-3.97138785	-5.233775641	-4.419621387	-5.017594626	-5.138310735	-5.392058338	-5.444953488	-5.188311965	-4.73756588	-5.034871942	-4.5023907	-4.626187221	-4.821884803
Pxdc1	5.592065289	5.077828334	5.399447983	5.390598906	5.268962058	5.39297679	4.877763878	4.943288427	4.876634813	5.605040902	5.395217072	5.592779926	5.16832914	5.093019233	5.109565331	5.661837942	5.704797283	4.996827093	4.793131166	4.423073879	4.702856981	4.572149946	4.77139967	4.756377517
Pxk	3.24483075	2.440986737	2.768173736	2.684262194	3.190215022	3.084834744	2.882832788	2.897697368	3.049933911	3.115116499	2.962282484	2.763670769	2.699291764	2.694944806	2.10233563	2.155622959	2.214460566	2.490862747	2.442739182	2.734390973	2.769585573	2.554640419	2.665258592	2.665240398
Pxn	3.475927939	3.102401144	3.009700098	3.29481481	3.464942667	3.615628166	3.164931055	3.031395196	3.217316034	3.281337717	3.351232551	3.411616062	3.048426277	3.1586731	2.407292921	2.52895632	2.784962474	2.710293997	2.908065433	3.245778576	3.235883267	2.532371823	2.563451034	2.90792704
Pydc3	-4.067762208	-4.236935904	-3.790892548	-4.010634249	-4.850850955	-4.886952461	-4.346427034	-4.653874342	-5.100964236	-3.976681618	-3.5174598	-3.63762101	-5.510641215	-6.138605471	-5.327866893	-8.088020406	-5.170303037	-4.875328836	-5.701473058	-4.311686772	-5.893635599	-5.472482809	-5.837548632	-6.086421591
Pygb	0.307381892	-0.288452232	-0.889698235	0.158013807	-0.510942154	-0.195591182	-0.4300404	-0.558697134	-1.180835417	0.227396069	0.025907614	0.199763418	-1.228354398	-0.588923081	-2.025200529	-1.247306206	-1.295351095	-1.269233984	-1.112821018	-0.736987235	-1.07240387	-1.542004446	-0.827509924	-1.072522197
Pyhin1	-0.866047249	-1.38433888	-2.674991292	-2.179331677	-2.229571794	-1.864333803	-0.515090575	-0.790963438	-1.613948392	-3.116347906	-3.684087889	-3.306801666	-2.967171291	-2.634311941	-3.994180955	-3.339242936	-3.000057709	-3.028769528	-1.813803734	-2.350684377	-2.147163764	-4.889879476	-4.507507284	-4.660364544
Qpct	3.261183263	2.988751935	2.64627097	3.119557045	2.960444986	3.331590576	3.093024305	3.297244251	3.430753604	2.338655456	1.939944925	2.313823395	1.808393289	1.685316752	1.509371547	2.295114673	2.227497731	1.730766016	2.263028395	1.867999228	1.813992515	1.263821662	1.50501692	1.568941713
Qsox2	0.395742845	-0.246248292	-0.143863649	0.270289719	0.003098465	0.2450088	0.107687869	0.04636533	0.154829448	0.068835877	0.324902749	0.090013307	-0.192056578	-0.246633365	-0.666800703	-0.050657813	-0.496516925	0.044072319	-0.387053087	-0.434952713	-0.644063592	-0.657895883	-0.186677261	-0.34253194
Qtrt1	0.85941303	0.28223814	0.616705859	0.658398878	0.509260054	0.676655566	1.071069295	0.759104689	0.882142176	0.752585904	0.735435526	0.826827085	0.52238725	-0.062149435	0.346826438	0.644040843	0.281312491	0.67910847	0.039770093	0.357642082	0.044436088	0.434422733	0.715462913	0.715146577
R3hcc1l	1.466908976	1.370884053	1.189407105	1.230172265	1.89198682	1.506342971	1.22853551	1.500373769	1.313269074	1.180039623	0.972038239	0.99232613	1.307743261	1.328158606	0.521663878	0.491237415	1.107908776	0.993333798	0.923194829	1.333063015	1.103638629	0.666629356	0.791138919	0.747181132
R3hcc1	2.755712274	2.577979817	2.73954787	2.669568809	2.510926484	2.618988004	2.780939959	2.688381807	2.644797674	2.715526611	2.616731733	2.544458184	2.305468627	2.215855623	2.307533445	2.574629552	2.475256128	2.613981836	2.445377109	2.517678835	2.406291756	2.544715348	2.392097567	2.495421434
R3hdm2	3.750831573	3.723230887	3.813524689	3.893439877	4.126047755	4.219385393	4.413722695	4.218223197	4.213355059	4.22834156	4.243311104	4.101019684	3.871409986	4.103396924	3.552918042	3.065618838	3.439131075	3.552438555	3.878764571	4.237441347	4.224912359	3.665995284	3.534397827	3.700384229
Rab11fip2	0.278555763	-0.103106638	0.175518214	0.140608532	0.305410256	0.336397656	0.942450697	0.59886063	0.902613886	0.472862044	0.068436934	0.214709227	0.230338298	0.504915257	-0.274928985	-0.601750337	0.017323333	0.046393271	0.367348698	0.654114703	0.663991239	-0.501538744	-0.538155067	-0.700330979
Rab11fip5	-2.122271453	-2.051297495	-2.736330948	-1.819403993	-2.275122756	-1.081097846	-2.033321475	-2.060794489	-2.828854674	-1.693966463	-1.722020012	-1.482319149	-2.532090359	-2.890840061	-3.541270279	-2.636642745	-2.566117563	-3.015817542	-2.861604904	-2.537692156	-2.449903135	-2.57812018	-3.265413929	-2.53770891
Rab17	4.407685851	3.902121829	3.381864764	4.016014866	3.636937775	3.823494625	3.26095603	4.037900515	3.492917092	4.226207937	3.932647053	3.993592851	3.161194377	3.072949556	3.13692961	3.85321722	3.278515621	2.937368876	3.312846661	2.973706779	2.997828915	3.559161387	3.584397334	3.907525242
Rab19	-2.62952768	-2.628822561	-2.765768482	-2.469090261	-3.088297682	-2.823922379	-1.766877655	-2.452949028	-2.012367706	-2.403335776	-1.730229531	-2.054182574	-4.191859147	-4.521581054	-6.096110251	-3.364951088	-4.04061323	-4.263409324	-2.755405162	-3.15752796	-3.053601503	-4.043619744	-4.513356875	-2.539662129
Rab23	1.425158488	0.815649201	0.583865636	1.077167785	1.463941509	0.320311371	0.671592299	1.028929781	0.952199356	1.051539159	1.041978863	1.329123596	0.547291879	0.743221962	-0.261721574	0.174201857	0.586500555	-0.068170223	0.409570159	0.92189329	0.764549983	0.167435006	0.597659885	0.720742505
Rab27a	-0.172493119	-0.742854173	-0.993714904	-0.239463931	-0.038225558	-0.293320047	-0.378336779	-0.542952108	-1.077424588	0.202022709	0.260025656	0.166985323	-1.065886641	-0.927057302	-2.046211797	-1.337918491	-0.948611192	-1.435576954	-1.29275441	-0.843561961	-1.289968353	-1.556860178	-1.696325613	-1.200017506
Rab30	3.421950355	2.861703317	3.165778514	2.224364474	2.882306544	3.605280972	2.997193033	2.573287264	2.396658207	3.294851562	3.277880632	3.235575431	1.336768966	1.372523125	1.538860934	2.241434464	1.884617456	1.652114731	0.911476839	0.923012227	1.231100575	1.651724505	1.974555009	1.6037913
Rab38	0.889115258	-0.478553205	-0.705393954	-0.401196526	0.435991222	-0.003644519	-1.421851545	-0.458768672	-0.723191305	-0.960954279	-0.474953459	-0.251004725	-1.736590542	-2.03655547	-3.028404579	-1.283393583	-1.955888502	-2.30834435	-1.895786813	-1.80911464	-2.862255173	-2.014528715	-1.206535222	-1.419275624
Rab39	-1.440984024	-2.05835278	-2.73067954	-2.639390753	-2.726663153	-2.115785025	-2.048191417	-1.766990583	-2.949421686	-2.578852659	-3.321682858	-2.339367051	-2.756555139	-2.670566365	-3.401692732	-2.869933689	-2.813682009	-3.214548212	-3.107716233	-3.115372385	-3.221946217	-3.226705789	-4.622323162	-3.35529534
Rab3b	-1.607906831	-2.499303986	-2.36698736	-2.48500216	-3.718547912	-2.471544701	-3.439081615	-3.738981004	-3.427680733	-3.496217351	-2.928445994	-3.353970095	-3.909361161	-3.606628613	-3.240465748	-3.934991366	-3.712379247	-3.267829806	-3.814286674	-3.844230047	-4.125527525	-3.865622377	-3.424041796	-3.023211134
Rab3d	1.109915464	0.671094054	1.002148016	1.162035974	0.910548476	1.16911045	1.236388526	1.382562124	1.348459062	1.749748779	1.881950389	1.750001861	0.534679199	0.697649291	0.410047977	0.322666566	0.57646409	0.14591218	0.504813586	0.547370856	0.55647356	0.201357841	0.315937145	0.450063094
Rab3il1	0.559687586	0.135653065	0.123811849	0.206330648	-0.264160725	0.309059743	0.456206873	-0.01523422	-0.27587714	0.617909665	0.849070513	0.629855502	-0.283528789	-0.369695185	-0.252117679	-0.191527628	-0.419017127	-0.211082141	-0.110408087	-0.277808551	-0.395803395	-0.028720961	-0.448735015	-0.016763024
Rab40b	-1.424819358	-2.34817724	-2.199507166	-1.758877377	-1.574441869	-1.180008166	-2.593467683	-1.797974782	-2.551995595	-1.419348937	-1.642162018	-2.170952566	-2.141353728	-3.243905841	-2.908117408	-3.058004301	-3.19590678	-2.277967724	-3.900935915	-2.64811843	-3.226665273	-2.67831199	-2.832241308	-2.493434616
Rab40c	2.054282399	1.687329488	1.907536778	1.596610798	1.715563951	1.828302551	1.937487525	1.741151986	1.787524406	1.882357416	1.836970356	1.915142251	1.690211461	1.22200078	1.289740053	1.755079849	1.640269234	1.65405511	1.599398735	1.704358521	1.720773144	1.375767895	1.658910663	1.573437546
Rab43	5.082387519	4.175867869	4.355946553	4.683348369	5.010770889	5.134800038	4.951009557	5.094974966	5.1901842	5.281286523	5.450455766	5.226030635	4.618925769	4.559008387	3.717166421	4.027507957	4.068197859	3.954466209	4.721591399	5.132338293	5.073755979	4.252725977	4.57161614	4.304919845
Rab6b	-5.896889951	-4.640135232	-5.299215142	-5.807067566	-7.486442473	-5.333044943	-2.13795256	-2.416030415	-3.406633607	-5.40208311	-6.097601286	-5.538580406	-7.323172812	-5.986417399	-6.414415928	-7.811868724	-5.898463946	-7.088927516	-2.830475161	-2.467828689	-2.922724182	-9.010270604	-9.270948655	-7.134146162
Rab9	5.755523217	5.889388361	5.655008289	5.574165102	5.545668806	5.815711187	5.764112567	5.684423232	5.702690785	5.781805569	5.947967661	6.027994435	5.45125398	5.6742629	5.452051752	5.995498086	5.64466964	5.395964202	5.3438022	5.417498125	5.511613516	5.311034396	5.526967086	5.484921151
Rabggta	3.289105558	2.96599848	3.357903839	3.201326472	3.225671339	3.337368572	3.516469071	3.527182963	3.538351917	3.774607864	3.753262219	3.579204289	3.175093405	3.089808283	3.117334324	3.082731538	3.028696443	3.165394244	3.324810603	3.446467986	3.450841735	3.199411655	3.419538892	3.213991101
Rabggtb	4.428966438	4.843576898	4.660580698	4.483248259	4.700683846	4.721886644	4.850764425	4.665546265	4.742857775	5.184355681	4.882080533	4.888455899	4.581092093	4.608253343	4.381850924	4.157067971	4.616016511	4.509689509	4.3469498	4.490544459	4.486682198	4.346566919	4.680566286	4.430024279
Rabl2	0.303225478	-0.297778655	0.210912479	-0.021886394	0.266312809	0.399575812	-0.310038917	-0.524080879	-0.318370831	0.022602176	0.121492904	0.226249561	-0.193667693	-0.414212514	-0.602201418	-0.192755551	-0.071412128	-0.287502824	-0.867949664	-0.664045756	-0.987920531	-0.285273554	-0.395232175	-0.347681476
Rabl5	2.177346978	1.828578779	1.840974759	2.125657713	1.928476448	2.347186568	2.297881045	2.027132814	1.981406993	2.222993076	2.317526939	1.755643917	1.067824548	1.224095856	1.551648899	2.188714245	1.77489035	1.77905796	1.908271075	1.749439873	1.643990066	1.70754246	1.530405401	1.524294408
Rac2	1.515974791	0.928677307	0.499506615	1.0726615	0.337448501	1.55092036	1.625906351	1.062474051	0.519310411	0.864176238	1.12909834	1.171623176	-0.862732573	-0.021707706	-0.629108137	-0.406789669	-0.934962681	-0.590064948	0.575728619	0.945352999	0.153221656	-0.176986031	-0.172215113	-0.210567872
Rad51b	0.751617966	0.950707288	0.377257043	0.062605293	0.483364361	1.554966972	0.441929605	0.40314772	-0.318156774	2.596741975	2.095752299	1.821530632	-2.719803825	-2.181142896	-3.31665747	-0.62602334	-0.735153746	-3.131212107	-3.778768797	-3.288247854	-3.035638337	-2.72415381	-2.977576789	-2.758203738
Rad51c	-1.936972052	-1.733603227	-1.683923787	-2.741155488	-1.998252512	-1.447548165	-2.3150628	-3.023187677	-2.43933982	-2.141372822	-2.434379429	-2.374411545	-2.222646358	-3.091048785	-2.525729068	-3.315263833	-2.461990342	-2.733939111	-3.875932368	-3.004195681	-3.816695672	-2.428876592	-1.764944516	-2.964162165
Rad52	1.255349658	1.073642027	1.187850076	0.91478646	1.181102551	0.98984383	1.625864281	1.237178214	1.550063363	1.505565779	1.466872442	1.294259019	0.873435253	0.621486934	0.882658699	0.129283017	0.515298666	0.690032624	0.784034874	1.183664359	1.055147054	1.409667907	1.144209561	1.354006363
Rai2	0.433205179	0.315995092	0.352159631	0.130258773	0.226878404	0.949594694	0.926014605	0.742739233	1.000641856	0.675499813	1.029353935	0.897271409	-0.288071689	-0.309702706	-0.266914698	-0.27168588	-0.654744438	-0.575970133	0.128557365	0.350429354	0.434358677	-0.352173442	-0.533622421	-0.402910343
Ralb	3.138616265	2.209169478	2.661494233	2.525673018	2.747153198	2.557395385	2.636251066	2.442972681	2.34280219	2.89105944	2.846354907	2.904954162	2.331650763	2.150306208	1.557160081	2.561582756	2.360083296	2.227590146	2.340260311	2.213633459	2.520198441	2.155852834	2.288142954	2.337585511
Ralgapa2	1.339981086	0.926325886	1.175460728	0.72215122	1.63663622	1.717719189	1.978968034	1.647798013	1.8809049	1.469625539	1.413101186	1.603663135	1.226274227	1.399006986	0.781989116	0.125386605	0.893354444	0.686307781	1.019474196	1.652734284	1.654270547	0.683947922	0.561995695	0.658088063
Ralgds	-1.580150491	-1.519114497	-1.606003982	-1.542491857	-1.813900106	-1.357584916	-0.698515365	-2.161440264	-1.932746787	-1.298417233	-1.432244296	-1.24559818	-2.415237567	-2.088598328	-1.945043195	-2.795729046	-3.196488586	-1.93297814	-2.15676221	-1.752762715	-1.941032447	-2.569059641	-1.863346605	-2.273782604
Ralgps2	1.814300212	1.227784196	1.36075194	1.300035842	2.026353906	2.005949652	0.989785713	1.080200567	1.226298892	1.955978566	1.937705962	1.914109065	1.286839758	1.545859669	0.509026905	0.562142272	0.726255768	0.547025299	0.97767558	1.072332222	1.133451736	0.919530776	1.059888229	0.955044924
Raly	5.314885006	5.244026969	5.083549532	5.282161767	5.11356299	5.242979707	5.246826089	5.185965628	5.060012786	5.586989865	5.412385238	5.308018598	4.978168167	4.894589824	4.898014819	5.256497435	5.143230135	5.076708727	4.983239895	4.881977789	4.889006197	5.075485567	5.404691987	5.271205281
Ramp1	1.016432135	0.865087393	0.578223829	0.67085846	0.064234459	0.555698379	0.696723881	0.331693753	0.093411437	0.356662186	0.624484626	0.649744204	-0.421308558	-0.975169723	-0.526159069	0.468510333	-0.155956681	0.044394119	0.047328984	-0.578531615	-0.038547064	-0.472351101	-0.091259325	-0.184281948
Ranbp3l	-3.033817633	-3.150388179	-2.503249294	-3.252803397	-3.003397215	-3.234913407	-3.570186745	-2.770889568	-3.301372557	-1.804208951	-1.848104824	-1.511410956	-2.937524567	-3.287458803	-3.54808364	-4.553273713	-3.223010027	-3.969856623	-3.664357597	-3.128042832	-3.496464821	-2.822890981	-3.330427473	-3.289770815
Ranbp9	3.252541308	2.864774496	2.736700114	3.042549789	3.333223345	3.077019056	2.876273325	3.024092689	2.967851051	2.987075241	2.898221899	2.776986184	3.81393507	3.645851499	2.960936079	3.501999554	3.388478874	3.374914276	3.430700089	3.54199797	3.413783613	2.890761853	3.177605307	3.130444949
Rap1gap2	-3.112437298	-4.19302501	-4.371292465	-3.686110565	-4.78164287	-3.198076525	-4.097487677	-4.712044563	-5.224538439	-3.814775867	-3.899344153	-3.567279993	-5.263209848	-4.35368543	-6.362982997	-6.105030013	-8.237824633	-5.553829328	-4.239653337	-4.150426609	-4.214159892	-6.668770464	-4.879871051	-4.598049795
Rap2b	-0.297400963	-0.629608032	-1.205157471	-0.647401909	-0.835386186	-0.323609814	-0.172945197	-0.190119688	-0.83708877	-0.596557747	-0.596391962	-0.160732105	-1.217544464	-1.426784489	-1.384184474	-1.125516193	-1.337583012	-1.67654	-1.202319593	-1.079459728	-1.39836433	-1.267784645	-0.96877421	-1.152811229
Rapgef4	5.746025166	5.245244645	5.665298961	4.346907263	6.059212489	5.501923147	6.166066649	5.28655961	5.952356866	5.887944371	5.72444291	5.530538993	4.387665828	4.510234061	4.257576418	3.490878146	4.071488106	4.718991726	4.248322302	5.25306271	4.857573003	5.561958437	5.804637005	5.261000426
Rapgefl1	-3.347009711	-3.130340178	-2.607484735	-3.607398573	-3.19871219	-2.761369645	-3.373458815	-2.836078826	-2.998730987	-1.824346384	-1.692445572	-1.75282106	-3.569138407	-3.224667902	-3.407862669	-3.912260188	-4.15774682	-3.377814797	-4.359427934	-4.485693693	-3.878385093	-2.765219119	-3.047350343	-2.934532465
Rarb	1.282024581	0.866900068	0.28931512	1.369795886	0.89022098	1.294447247	-0.911738975	0.952579586	0.240167762	1.624451873	1.623464237	1.514758547	-0.264093155	0.965359493	-0.741719886	0.293499974	-0.112766417	-0.545504011	-0.443712838	-0.667866108	-1.063312692	-0.282458025	0.537634023	0.254521483
Rarg	0.501372901	0.518394136	0.929359261	0.532995128	0.176960992	1.118784963	0.669797811	-0.066966774	0.634667608	0.708893509	0.676041687	0.765076406	-0.493875413	0.162751429	-0.281621275	-0.395357406	-0.19868901	0.160997612	0.052624562	0.161010515	0.337368572	0.325190665	0.08600923	0.467738565
Rarres1	5.690355632	5.520406533	5.749357272	5.518299077	5.547051836	5.282591777	4.801965677	5.019519565	4.826929766	5.777222433	5.459385714	5.294727339	6.32934429	6.062354887	6.376875526	6.708545933	6.0372658	6.151783742	6.177987534	6.149375222	6.063727267	6.473897285	6.820127893	6.459197162
Rasa3	1.640019294	1.01191064	0.597135437	1.086946773	1.176903564	1.159215821	1.540081841	1.584212104	1.637614883	1.521111057	1.524118854	1.70627857	0.614332928	0.666193036	-0.147659113	0.349670997	0.201345293	0.240937073	1.283749942	1.588958037	1.230965362	0.326399285	0.307160363	0.775050541
Rasa4	-1.581553116	-2.18525764	-2.682816354	-2.274389706	-2.210963575	-1.674811638	-0.789775739	-1.353815219	-1.54608529	-1.407367398	-1.456761499	-1.524487561	-4.234028098	-3.255377316	-3.597763314	-4.318570525	-3.265441674	-2.627012253	-2.410811789	-2.064247594	-1.97670206	-2.513666621	-3.31499101	-2.693733093
Rasal3	-2.942262777	-3.217484076	-3.182982597	-3.734476689	-3.046253508	-2.85599541	-2.439347645	-3.164548011	-3.064326033	-3.278149657	-3.445949921	-3.597345922	-4.022233288	-5.245790446	-4.465288136	-4.95897463	-4.155004454	-4.927853029	-3.814670301	-3.387724132	-3.195166638	-6.028684757	-4.703185759	-4.579990894
Rasgef1b	1.587590619	1.551904785	1.348243752	1.944183781	1.665483733	2.031278731	2.459659809	2.210289107	2.042090965	2.267943231	2.1639656	2.752692937	0.233814451	1.766578201	0.70194821	1.09051473	0.438473843	1.08209623	1.038000638	1.089145569	1.236492618	1.789407921	1.767226799	1.379859359
Rasgrp1	-1.835157096	-2.481356096	-3.415659339	-2.184627874	-2.484154354	-1.936949956	-2.318901612	-2.192229642	-3.274403666	-2.952958648	-2.769354284	-2.86542681	-3.556748125	-2.26711434	-4.208576978	-3.883547939	-3.774038072	-4.483045692	-2.745241502	-2.950781888	-2.849138819	-4.082732937	-3.773388882	-3.824185963
Rasgrp2	1.436732194	0.891652488	1.319259528	1.003875639	0.615180851	0.738171183	1.716398335	1.585198122	1.693890577	0.729235158	1.140857168	1.238181534	0.044268206	0.203464295	0.641980622	0.565821361	-0.004748502	0.499241263	1.13785104	1.463753225	1.855894046	0.170489145	0.076463323	0.526629751
Rasgrp4	-3.39650587	-2.804531447	-2.569307939	-3.372612804	-2.790129951	-2.68183474	-2.273329188	-3.181398088	-3.167954184	-2.521771601	-2.773008187	-2.832991547	-4.009281507	-3.337430613	-3.219269964	-4.39587097	-3.993461541	-3.912181994	-4.176521924	-3.406084464	-3.367639455	-3.204671911	-3.472404343	-3.319780079
Rasip1	0.140778656	0.048278043	0.085968454	-0.339684689	-0.422549418	0.227617869	0.698058417	-0.092089491	-0.020080026	0.222891095	0.215790405	0.189160371	-0.623742961	-0.585498562	-0.659157479	-0.714746941	-0.536620279	-0.355850223	-0.179312073	-0.12125269	-0.085812081	0.148725899	-0.00710398	-0.309922665
Rasl11b	0.464866885	-0.12681519	0.927486905	-0.192636834	0.774780735	0.759070591	0.785383152	0.342566123	0.29074287	0.594300117	0.205217327	-0.084595361	-0.530935083	-1.237418161	-0.703905625	-0.330624852	0.002349678	-0.259588751	-0.805322875	-0.232407911	-0.132345455	-1.636185252	-1.089202879	-1.005924311
Rassf2	-1.555875768	-2.015129247	-2.840060868	-1.823621053	-2.245663178	-1.323328188	-1.590679673	-2.488179806	-2.750678454	-2.391289148	-2.51593407	-1.980318009	-3.457072002	-2.204957906	-3.537853006	-3.580461971	-3.165039661	-3.56947064	-2.309073414	-2.07613431	-2.815356617	-3.441947929	-3.380736126	-3.219968807
Rassf3	3.239268187	3.067158542	2.829482245	3.32313945	3.559797696	3.16916819	2.756434097	3.179504681	3.122838346	3.291980684	3.382750243	3.720530203	4.593682434	4.701820715	3.928180794	4.224796626	3.938389308	4.058939855	4.459116814	4.89269702	4.808101839	3.910962861	4.135181869	4.372680523
Rassf4	-0.05373477	-0.843171093	-1.364184327	-0.552150009	-0.864362694	-0.383040129	-0.237004934	-0.577198646	-0.865484636	-0.825943911	-0.736364596	-0.709691205	-1.721225408	-0.926824154	-1.881321335	-2.305075246	-2.192341732	-2.368171175	-1.324570645	-0.565500403	-0.712395321	-1.621155486	-1.98059128	-1.463397985
Rassf5	1.750932307	0.998209948	1.391338806	1.435767257	1.524434836	1.533618165	1.280908817	1.587513814	1.646254839	1.868848724	1.865463571	2.079005975	0.670223978	1.14208663	0.235653545	0.800993057	1.33094842	0.983334763	0.948197135	0.994558002	1.270439238	0.725627743	0.929351685	1.116670831
Rassf7	3.615910609	2.797529764	3.821557163	2.970721156	3.229338736	3.2619986	3.610688252	3.440593472	3.838941685	3.7106687	3.765630216	3.798226822	3.003044479	2.999222539	2.766268637	3.358424395	3.202955204	2.822858608	3.08230576	3.140767206	3.09782314	3.131176239	2.80382218	2.990744339
Raver2	-2.460703193	-4.209935306	-3.762238552	-2.955687024	-3.727587843	-2.745019033	-2.849877097	-3.640322312	-3.931881199	-3.789764765	-2.934025196	-3.101065741	-5.356827232	-3.595869428	-4.954208141	-4.022591989	-4.698870343	-3.78484677	-4.107733644	-4.357578262	-3.896599853	-4.494567554	-4.095463956	-3.6202442
Rbbp4	4.918887083	4.467592509	4.193582525	4.474987576	4.608353894	4.212032314	4.195182214	4.239550797	4.265361879	3.934252282	3.874275653	3.84733552	4.845600444	4.69730122	4.456398773	4.79819571	4.52989589	4.540039672	4.618890541	4.65244634	4.413201404	4.50495084	4.863036484	4.754294272
Rbck1	4.068825561	3.430472624	3.830224896	3.914535822	3.8666113	4.136092928	4.126122116	3.913722387	4.155465911	4.051032707	4.203655354	3.835752315	3.747430368	3.596004841	3.186587713	3.600245962	3.441563155	3.59487097	3.884549081	4.056479484	3.932410839	3.703798395	3.720147106	3.559993427
Rbfox3	-2.303607275	-1.654458284	-1.406942687	-2.145069199	-2.654762608	-2.087175413	-1.458171975	-1.610684305	-2.375736241	-1.951356457	-1.739439532	-1.894021615	-2.827481762	-3.242389551	-2.477020257	-2.889289322	-2.940102083	-2.548412748	-2.383710063	-2.531714897	-2.008629994	-1.957097961	-2.461402243	-1.9740017
Rbm17	4.147648606	4.507236479	4.067062143	4.337097352	4.315848771	4.230479719	4.20594765	4.672612032	4.482945062	4.476984305	4.407107975	4.638259232	4.039971827	4.260146127	3.576582602	3.878323175	4.215026208	4.031545175	3.824940925	4.178627009	4.136585153	3.889853149	4.021444193	4.018465043
Rbm20	-1.33239667	-2.756623387	-2.84030882	-2.19251318	-1.713341186	-2.008177243	-1.428356194	-1.516648023	-1.484412681	-2.997647441	-2.752378674	-3.077674256	-2.710255227	-2.396019797	-3.203741157	-3.272938667	-3.164871446	-3.07279833	-1.95285811	-1.468571126	-1.623402882	-4.474328786	-4.195568382	-4.596101448
Rbm22	3.066626548	2.880895107	3.008472547	2.904655573	3.046627256	3.058830786	3.263917786	3.148815366	3.143153385	3.353280941	3.337839516	3.283527718	2.93075815	2.771794747	2.710853811	2.807719672	2.947537122	2.891026378	2.796909183	3.004841127	2.929465313	2.659559273	2.962998696	2.786895324
Rbm26	1.242687861	1.478495572	1.556517703	1.546867303	1.685639696	1.487614972	1.576081886	1.151904265	1.06021344	1.335288871	0.953771816	1.01965922	1.830011879	1.908236483	1.569145932	1.513738332	2.095124388	1.875673921	1.51163502	1.400193609	1.47069824	1.925182926	1.543956087	1.395720913
Rbm43	1.356977627	0.500842835	0.497832042	0.931403189	0.873498251	0.741160617	0.870849975	1.030131226	0.797046191	1.072256752	0.927691694	0.999819652	0.474077759	0.163447207	-0.426592509	0.350847977	0.247198389	0.169822406	0.411382856	0.707330416	0.966149875	0.009146485	-0.160738556	0.027323937
Rbm4b	2.279227607	1.944138792	2.11064053	2.10269508	2.134207794	2.263647421	2.401717834	2.416807321	2.879968407	2.408866718	2.520024903	2.427335307	2.128438587	2.016232432	1.638667016	1.749671559	1.908632319	1.776285103	1.739498185	2.120484657	2.159564605	1.752072036	1.77023705	1.940617816
Rbms2	1.45101852	1.446441518	1.295205795	1.496043005	1.344624006	1.574426108	1.411051964	1.442444602	1.295458555	1.699911373	1.665515568	1.748431177	1.378700271	1.533503546	0.898092236	1.266504719	1.26027261	1.286520429	1.062356614	1.278347606	1.057519589	1.412440115	1.244399991	1.221536856
Rbp1	3.017850662	3.34748141	2.659351476	3.15298974	2.466901147	3.391905165	2.623391659	1.469026353	2.624795748	3.351119452	3.717846384	3.586104182	0.499128984	0.869681929	1.192067884	1.825622832	0.946289189	1.585025016	1.879729288	1.471057365	2.088833599	3.401930769	3.444693567	2.964071424
Rcan2	2.313524494	1.766773235	1.207549312	2.116115191	1.932522337	2.601684633	0.984100775	1.57065722	1.26782341	2.249217769	2.316759771	1.845321434	0.139967116	-0.27942033	-0.738796574	0.214497868	0.425136999	-0.05638018	0.481102573	0.833667341	0.601763064	-1.394414641	-1.250285541	-1.119033994
Rcan3	-1.445487767	-2.61903123	-2.758779729	-1.670070442	-1.917618954	-1.844364737	-2.361542422	-2.259226105	-2.543610164	-2.173208703	-1.953176505	-1.78444813	-3.086544137	-2.17373586	-3.932555124	-3.271099064	-3.157656697	-3.344476707	-3.241802587	-3.027380861	-2.726854156	-3.114060225	-3.245711073	-3.047612753
Rcc2	2.448219077	2.37121592	2.735951023	2.571140401	2.602406994	2.642662299	2.398221748	1.648704722	2.103554709	2.351806394	2.281864392	1.974764236	2.856567457	2.712049852	2.879409748	2.357363386	2.715366262	2.649962584	2.523383804	2.794359717	2.695673179	2.537820362	2.792738766	2.583533525
Rccd1	-0.494930218	-1.264592203	-0.703708237	-1.316258638	-1.079267669	-0.82638386	-1.720531082	-2.488762729	-2.181502795	-1.031990373	-1.318113607	-0.72147754	-0.262053707	-0.337727039	-0.889813178	-0.79478017	-0.333014413	-0.416577195	-1.670433184	-0.992629376	-1.925834384	-0.501046596	-0.149184578	-0.500566862
Rcl1	6.205110954	5.7467051	5.474153707	5.837814604	5.748249214	5.6418899	5.960590478	6.020217706	5.938876207	6.020588873	6.018821086	6.070541747	5.575197346	5.538541268	5.330888203	5.654037347	5.301543751	5.302041161	5.800589331	5.808629598	5.604542851	5.774209866	5.923655509	5.828359934
